,COUNTRY,YEAR,HEALTH_EXPENDITURE_PER_CAPITA,LIFE_EXPECTANCY_AT_BIRTH,GOV_DEBT_PCT_OF_GDP,GDP_PER_CAPITA,IMPORTS_PCT_OF_GDP,GOV_ED_SPEND_PCT_GDP,CHAOS
3920,Central African Republic,1991,NA,45.5680731707,NA,457.4552983375,26.1226506626,NA,19
3921,Canada,1991,NA,77.5534146341,67.472717314,21664.598643531,24.8648200294,NA,87
3922,Switzerland,1991,NA,77.5146341463,11.7577134577,38303.049889718,38.9937790644,NA,20
3923,Chile,1991,NA,73.8579756098,NA,2727.5738248591,27.7703040114,NA,58
3924,China,1991,NA,69.6613170732,NA,333.1417145759,15.5223676098,NA,70
3925,Cote d'Ivoire,1991,NA,52.2397317073,NA,832.6844214014,26.9860949698,NA,98
3926,Cameroon,1991,NA,53.6242682927,NA,1000.3265409014,14.6398988946,NA,66
3927,"Congo, Rep.",1991,NA,54.6819756098,NA,1112.1283639155,28.0499544686,NA,69
3928,Colombia,1991,NA,68.4513170732,NA,1181.0815083482,13.9083083579,NA,64
3929,Comoros,1991,NA,55.8292439024,NA,577.2891244812,38.2076691081,NA,15
3930,Costa Rica,1991,NA,75.9335609756,NA,2257.4875689369,37.1220395785,NA,86
3931,Cuba,1991,NA,74.7005609756,NA,2280.2483046496,29.0649368232,NA,64
3932,Cyprus,1991,NA,76.6713902439,96.3842337021,9696.0995933236,57.0942541026,NA,31
3933,Czech Republic,1991,NA,71.8982926829,NA,2867.2294252582,33.1423765624,NA,79
3934,Germany,1991,NA,75.3195121951,NA,23269.3817972445,24.2447145208,NA,1
3935,Djibouti,1991,NA,56.8161463415,NA,757.2259706422,78.0607942606,NA,1
3936,Dominica,1991,NA,NA,NA,2546.7831167277,70.00697894,NA,39
3937,Denmark,1991,NA,75.157804878,62.2515262939,26960.9770963882,31.5377258441,NA,26
3938,Dominican Republic,1991,NA,68.4222195122,NA,1327.4506935178,43.0569734092,NA,61
3939,Algeria,1991,NA,67.0031219512,NA,1721.5820670659,23.5997645372,NA,37
3940,Ecuador,1991,NA,69.3374390244,NA,1623.9895569743,21.5220563955,NA,58
3941,"Egypt, Arab Rep.",1991,NA,64.9553414634,NA,640.850513525,35.7956901503,NA,33
3942,Euro area,1991,NA,76.1245994268,NA,19523.4521984369,26.3069604725,NA,1
3943,Spain,1991,NA,76.9712195122,35.260889068,14782.0389005817,19.6750005566,NA,58
3944,European Union,1991,NA,74.9499152539,NA,16421.2579535187,25.7915661001,NA,69
3945,Finland,1991,NA,75.2275609756,17.0031065924,25503.2152090109,22.2028012235,NA,56
3946,Fiji,1991,NA,65.7933170732,36.8418217434,1881.5801347503,60.5044074437,NA,51
3947,France,1991,NA,76.8487804878,NA,21782.4162038013,21.4985343338,NA,39
3948,Gabon,1991,NA,61.3964390244,NA,5523.0349203869,33.2714792537,NA,29
3949,United Kingdom,1991,NA,76.0829268293,29.1948960285,19900.7266505069,22.177813481,NA,45
3950,Georgia,1991,NA,69.9608292683,NA,1314.670670204,31.25,NA,23
3951,Ghana,1991,NA,57.1572682927,NA,438.5203726006,25.5248032052,NA,60
3952,Guinea,1991,NA,50.5273414634,NA,473.5100491496,30.5855840665,NA,73
3953,"Gambia, The",1991,NA,52.4860487805,NA,727.0369581302,34.6640272409,NA,37
3954,Guinea-Bissau,1991,NA,49.4235365854,NA,238.0602812056,37.7911227859,NA,88
3955,Equatorial Guinea,1991,NA,46.8535365854,NA,284.0969004001,203.0507415601,NA,67
3956,Greece,1991,NA,77.1365853659,NA,10188.3697801238,24.3931479666,NA,99
3957,Grenada,1991,NA,68.653804878,NA,2504.4877960746,61.7288114804,NA,58
3958,Guatemala,1991,NA,62.7731219512,17.7517913078,1002.2480271807,21.5676502615,NA,42
3959,Guyana,1991,NA,62.2750243902,NA,469.2787190825,128.0336282955,NA,14
3960,High income,1991,NA,74.708827556,NA,19764.3004717415,20.4495657482,NA,99
3961,"Hong Kong SAR, China",1991,NA,77.8829268293,NA,15465.8588553349,127.3882107206,NA,54
3962,Honduras,1991,NA,67.1436341463,NA,608.6915844805,37.5750888807,NA,67
3963,Heavily indebted poor countries (HIPC),1991,NA,49.7177665524,NA,358.6219180266,26.1939974689,NA,64
3964,Haiti,1991,NA,54.7667804878,NA,479.549267775,29.4960446977,NA,34
3965,Hungary,1991,NA,69.3770731707,71.4388811155,3340.3495890685,29.6501633752,NA,69
3966,Indonesia,1991,NA,63.8736585366,40.2756295664,631.7046852117,24.1021065433,NA,34
3967,India,1991,NA,58.8248292683,49.1481721283,309.3279361274,8.3471031865,NA,16
3968,Ireland,1991,NA,74.9505365854,NA,14101.1471802745,50.8013050035,NA,5
3969,"Iran, Islamic Rep.",1991,NA,64.6868292683,NA,NA,30.3698513618,NA,5
3970,Iraq,1991,NA,69.2509756098,NA,NA,2.5007302434,NA,28
3971,Iceland,1991,NA,77.9919512195,31.0615890664,27021.7982584605,31.841836062,NA,37
3972,Israel,1991,NA,76.7585365854,141.2620962209,11956.008599815,45.3694713245,NA,65
3973,Italy,1991,NA,76.8780487805,71.6594624354,21884.1044512109,16.893282953,NA,62
3974,Jamaica,1991,NA,70.5483414634,NA,1692.0815172952,51.391450141,NA,34
3975,Jordan,1991,NA,70.1573170732,129.9996646383,1227.6530025642,79.8715348208,NA,77
3976,Japan,1991,NA,79.1007317073,NA,28540.7714825993,8.3017471395,NA,69
3977,Kenya,1991,NA,58.7245365854,NA,336.3641883523,28.5560669003,NA,92
3978,Kyrgyz Republic,1991,NA,68.5512195122,NA,575.9551333752,36.6288492707,NA,31
3979,Kiribati,1991,NA,61.0011463415,NA,644.7283410923,85.6178559439,NA,72
3980,St. Kitts and Nevis,1991,NA,NA,NA,5117.9244303193,62.8786758491,NA,34
3981,"Korea, Rep.",1991,NA,71.7302439024,10.191202502,7675.6931375612,26.8834459945,NA,78
3982,Kuwait,1991,NA,72.4114146341,NA,5484.8977765156,125.7109152569,NA,15
3983,Lao PDR,1991,NA,54.897804878,NA,235.1770441806,25.2285951637,NA,19
3984,Lebanon,1991,NA,70.5360487805,NA,1617.2719181155,84.2164060891,NA,35
3985,Libya,1991,NA,68.9211707317,NA,7111.2511905041,30.764948224,NA,23
3986,St. Lucia,1991,NA,71.1381707317,NA,3078.4349943305,83.3892718267,NA,48
3987,Least developed countries: UN classification,1991,NA,52.3051049187,NA,290.4628957522,22.8388235419,NA,84
3988,Low income,1991,NA,53.5828911911,NA,292.3422481957,27.9022435587,NA,86
3989,Sri Lanka,1991,NA,69.780195122,98.4833957754,520.071800623,38.8548254979,NA,88
3990,Lower middle income,1991,NA,60.3350150115,51.5152361173,438.5824549554,19.8232051071,NA,94
3991,Low & middle income,1991,NA,63.4547327991,NA,891.8673163985,18.5618202577,NA,88
3992,Lesotho,1991,NA,59.6363902439,NA,432.6612158632,145.2708030934,NA,27
3993,Luxembourg,1991,NA,75.4634146341,1.89528355,36903.3689412706,84.1560161817,NA,1
3994,"Macao SAR, China",1991,NA,75.5307804878,NA,9377.7395718319,83.4826352368,NA,4
3995,Morocco,1991,NA,65.215195122,62.0674162758,1259.4765612533,27.4605262328,NA,10
3996,Moldova,1991,NA,67.3923170732,NA,NA,33.9768339768,NA,39
3997,Madagascar,1991,NA,51.5982439024,139.9330753741,222.9855792046,26.6887101408,NA,26
3998,Maldives,1991,NA,61.4132439024,35.5734695506,1076.9528312023,82.8615531966,NA,83
3999,Mexico,1991,NA,71.1909756098,38.0588847157,3600.0451302699,19.2724517635,NA,91
4000,Middle income,1991,NA,64.8375737632,NA,942.9142007994,18.4616512351,NA,75
4001,"Macedonia, FYR",1991,NA,71.3256585366,NA,2360.9977670935,25.8793483813,NA,65
4002,Mali,1991,NA,46.8365121951,NA,314.1085156967,31.255713048,NA,36
4003,Malta,1991,NA,75.390195122,52.9265857269,7687.5422717965,87.865842577,NA,100
4004,Myanmar,1991,NA,59.05,NA,NA,2.8568690766,NA,28
4005,Mongolia,1991,NA,60.4918292683,NA,1072.6348679465,82.5353275635,NA,17
4006,Mozambique,1991,NA,43.9213414634,NA,237.8860719541,44.1541808166,NA,82
4007,Mauritania,1991,NA,58.5906585366,NA,693.8203377194,40.941220404,NA,41
4008,Mauritius,1991,NA,69.956097561,39.7440252468,2669.3277004061,66.0488392422,NA,33
4009,Malawi,1991,NA,47.1697317073,NA,229.4346494731,29.3073102812,NA,63
4010,Malaysia,1991,NA,70.9888780488,73.3198641238,2626.5749754076,81.4864974875,NA,29
4011,North America,1991,NA,75.5847222164,46.0829754479,24131.30752105,11.439498583,NA,91
4012,Namibia,1991,NA,61.2691219512,NA,2054.86339616,49.6051566827,NA,81
4013,New Caledonia,1991,NA,70.3585365854,NA,15133.1622384558,32.6181431214,NA,51
4014,Niger,1991,NA,44.5166097561,NA,284.9839053975,18.729154409,NA,46
4015,Nigeria,1991,NA,46.0869512195,NA,279.2757823145,23.1755177268,NA,8
4016,Nicaragua,1991,NA,64.884097561,NA,351.3978395775,52.505989724,NA,96
4017,Netherlands,1991,NA,77,56.0043438217,21454.8628923695,50.1656671714,NA,62
4018,Norway,1991,NA,76.9807317073,18.5942813893,28596.9330036444,31.4729896834,NA,14
4019,Nepal,1991,NA,55.8221463415,64.9114304408,203.8472966711,23.1843038425,NA,89
4020,New Zealand,1991,NA,76.0317073171,NA,12230.0734548834,25.4742190688,NA,97
4021,OECD members,1991,NA,74.8773023295,42.1679829286,18314.5133028991,18.1897923655,NA,43
4022,Oman,1991,NA,67.8463414634,27.1739130435,5993.3481710436,34.7413318657,NA,74
4023,Pakistan,1991,NA,61.4794634146,76.3809057325,410.8302765013,18.5577403504,NA,7
4024,Panama,1991,NA,73.2846097561,NA,2804.1827510137,95.8133717474,NA,57
4025,Peru,1991,NA,66.0236585366,77.4708244197,1555.9807953277,14.7088703598,NA,35
4026,Philippines,1991,NA,65.4010487805,49.698119648,715.1252434225,32.587693538,NA,5
4027,Palau,1991,NA,NA,NA,5420.1409087971,38.5188718621,NA,26
4028,Papua New Guinea,1991,NA,56.0470731707,46.6108276015,888.6466039393,52.1549811404,NA,52
4029,Poland,1991,NA,70.587804878,NA,2235.5410886252,23.3087201276,NA,96
4030,Puerto Rico,1991,NA,74.038804878,NA,9064.0185171149,71.384699324,NA,33
4031,Portugal,1991,NA,74.0146341463,NA,8959.8672080538,33.8157125443,NA,77
4032,Paraguay,1991,NA,68.1910487805,NA,1615.4796067781,38.2972506511,NA,9
4033,French Polynesia,1991,NA,69.1207804878,NA,16173.4858424675,27.9936989013,NA,35
4034,Romania,1991,NA,69.7843902439,NA,1260.7490454513,21.5345523844,NA,85
4035,Russian Federation,1991,NA,68.4743902439,NA,3485.0560001276,12.9853414373,NA,7
4036,Rwanda,1991,NA,29.1263170732,47.8601030997,270.3287697015,18.0553693404,NA,85
4037,South Asia,1991,NA,59.2586360784,53.3677179202,316.184427377,10.5480840165,NA,80
4038,Saudi Arabia,1991,NA,69.563902439,NA,7775.7015416448,36.636759357,NA,88
4039,Sudan,1991,NA,55.6908536585,NA,428.4327165836,11.7363030084,NA,72
4040,Senegal,1991,NA,57.4094878049,NA,724.8458954717,30.9176528266,NA,48
4041,Singapore,1991,NA,76.391902439,78.9629454244,14505.0203890834,155.3135235389,NA,51
4042,Solomon Islands,1991,NA,57.2138536585,NA,998.7252017509,76.4056571231,NA,6
4043,Sierra Leone,1991,NA,36.7666097561,74.7845791208,197.6688858284,28.9946736238,NA,59
4044,El Salvador,1991,NA,66.7755365854,NA,998.0126188182,30.5196761439,NA,90
4045,Suriname,1991,NA,67.5804878049,NA,1077.468106175,44.9520410439,NA,81
4046,Slovak Republic,1991,NA,70.8829268293,NA,2680.0410261774,46.2009322922,NA,20
4047,Sweden,1991,NA,77.6668292683,NA,31374.1169876676,25.1828511342,NA,50
4048,Swaziland,1991,NA,59.2932682927,NA,1303.0652064971,70.6365092268,NA,98
4049,Seychelles,1991,NA,NA,NA,5290.927228958,45.9787384476,NA,73
4050,Syrian Arab Republic,1991,NA,70.6131707317,NA,1012.8148495241,32.0739880089,NA,49
4051,Chad,1991,NA,46.3566829268,NA,305.1655082734,24.3979082595,NA,64
4052,Togo,1991,NA,55.8350243902,NA,412.2352457755,41.5335736612,NA,26
4053,Thailand,1991,NA,70.5103414634,13.3655673363,1716.610348218,42.5068254604,NA,3
4054,Tajikistan,1991,NA,62.6275365854,NA,249.559118377,32.2239862767,NA,59
4055,Turkmenistan,1991,NA,62.6782926829,NA,850.4245149614,27.1186440678,NA,59
4056,Tonga,1991,NA,69.6930487805,NA,1387.1520759555,60.5587706812,NA,45
4057,Trinidad and Tobago,1991,NA,68.1105853659,NA,4230.5863451449,33.5374144791,NA,84
4058,Tunisia,1991,NA,70.5073170732,60.6727188082,1571.8283533331,45.3203977122,NA,39
4059,Turkey,1991,NA,64.783097561,32.1299111324,2732.2742234976,16.6348815593,NA,64
4060,Tanzania,1991,NA,50.1441707317,NA,193.7955590255,33.6391496429,NA,81
4061,Uganda,1991,NA,47.0550487805,NA,184.8133287163,21.9377715507,NA,96
4062,Ukraine,1991,NA,68.8780487805,NA,NA,23.9446967673,NA,11
4063,Upper middle income,1991,NA,68.9188429226,NA,1412.2039617944,18.0761547639,NA,12
4064,Uruguay,1991,NA,72.7190487805,24.5905757591,3577.8414491974,17.8612364425,NA,70
4065,United States,1991,NA,75.3658536585,43.9480256292,24405.1648147489,10.0994923424,NA,58
4066,Uzbekistan,1991,NA,66.5062682927,NA,652.8074752874,39.1429309513,NA,25
4067,St. Vincent and the Grenadines,1991,NA,70.2374390244,NA,2363.6700302347,60.7740829022,NA,23
4068,"Venezuela, RB",1991,NA,71.2952439024,NA,2545.1700645015,26.2269003507,NA,60
4069,Vietnam,1991,NA,70.8404878049,NA,142.9658897988,36.0319129519,NA,36
4070,Vanuatu,1991,NA,63.6477804878,NA,1252.6279234731,57.7869435358,NA,74
4071,World,1991,NA,65.8622866745,NA,4440.1935503682,19.8921318969,NA,4
4072,"Yemen, Rep.",1991,NA,58.110902439,NA,471.7410828503,30.2477687189,NA,30
4073,South Africa,1991,NA,62.294804878,38.1387417354,3345.8276262003,17.4769556368,NA,62
4074,"Congo, Dem. Rep.",1991,NA,47.4052682927,120.302180391,NA,20,NA,12
4075,Zimbabwe,1991,NA,57.9653414634,54.9036239705,802.8851431882,27.168079289,NA,10
4076,Angola,1992,NA,41.3130243902,NA,NA,73.0769230769,NA,66
4077,Albania,1992,NA,71.900804878,NA,218.4921659026,88.5122484875,NA,24
4078,Arab World,1992,NA,65.2977942828,NA,2023.7140148495,33.7749194571,NA,98
4079,Argentina,1992,NA,71.9889512195,NA,6798.0271667107,8.1327931143,NA,19
4080,Armenia,1992,NA,67.8533414634,NA,368.9168367934,61.2560012247,NA,68
4081,Antigua and Barbuda,1992,NA,71.6347073171,NA,6680.3758704002,93.2981401203,NA,81
4082,Australia,1992,NA,77.3780487805,14.1570531085,18591.2205236257,16.4692724749,NA,83
4083,Austria,1992,NA,75.8553658537,NA,24820.2278258852,34.5289764917,NA,8
4084,Azerbaijan,1992,NA,64.2072439024,NA,676.1515114525,54.5963776685,NA,39
4085,Burundi,1992,NA,46.5804390244,103.9915799041,183.7173203793,29.4769508903,NA,27
4086,Belgium,1992,NA,76.3512195122,4.0434271626,23497.7274067423,56.0198241223,NA,4
4087,Benin,1992,NA,54.3270243902,NA,315.2183091047,33.5015977552,NA,51
4088,Burkina Faso,1992,NA,49.2779512195,NA,240.9634032261,19.5275360086,NA,78
4089,Bangladesh,1992,NA,61.0621463415,NA,285.6978098304,12.3473285921,NA,35
4090,Bulgaria,1992,NA,71.4943902439,NA,1211.9808781093,52.938247012,NA,82
4091,Bahrain,1992,NA,72.9147317073,21.2998208688,9088.631290387,96.7420454545,NA,43
4092,"Bahamas, The",1992,NA,70.9296341463,NA,11682.1288603818,51.2145384368,NA,80
4093,Belarus,1992,NA,70.0219512195,25.6354786371,1666.2275129416,57.8366684694,NA,53
4094,Belize,1992,NA,70.7500487805,32.9601722448,2666.9227721142,52.9192509789,NA,1
4095,Bolivia,1992,NA,59.7929756098,NA,791.3813169915,29.0650961029,NA,9
4096,Brazil,1992,NA,67.3057317073,NA,2578.2070086443,8.3850943306,NA,16
4097,Barbados,1992,NA,71.3393414634,NA,7464.8656803762,33.1374552887,NA,6
4098,Brunei Darussalam,1992,NA,74.2166829268,NA,15381.3139100223,47.9090242113,NA,53
4099,Bhutan,1992,NA,54.0644878049,45.4804885551,474.9128635881,55.9038504475,NA,86
4100,Botswana,1992,NA,61.4529268293,12.5321505733,2839.1969630862,41.5716914917,NA,74
4101,Central African Republic,1992,NA,45.1280731707,NA,457.0583079434,26.3633760834,NA,90
4102,Canada,1992,NA,77.3207317073,70.7247992023,20771.2503529737,26.5375639473,NA,31
4103,Switzerland,1992,NA,77.806097561,14.5031772763,39435.5381338896,37.6912446806,NA,68
4104,Chile,1992,NA,74.1550243902,NA,3277.6690859478,28.1690258775,NA,42
4105,China,1992,NA,69.832,NA,366.4602759123,16.415142436,NA,44
4106,Cote d'Ivoire,1992,NA,51.7271219512,NA,854.8364233817,28.1155784085,NA,41
4107,Cameroon,1992,NA,53.6019512195,NA,890.5636811237,18.3155699245,NA,42
4108,"Congo, Rep.",1992,NA,54.1836341463,NA,1166.3344631845,16.4486089645,NA,23
4109,Colombia,1992,NA,68.6402195122,NA,1385.8664381663,15.7571018458,NA,95
4110,Comoros,1992,NA,56.0481219512,NA,604.6333472042,41.8504641063,NA,28
4111,Costa Rica,1992,NA,76.1419512195,NA,2618.1703627908,39.8435247446,NA,55
4112,Cuba,1992,NA,74.8037804878,NA,2057.2206667943,18.2286005632,NA,91
4113,Cyprus,1992,NA,76.8263170732,95.8339898011,11310.0719239521,60.6400470769,NA,5
4114,Czech Republic,1992,NA,72.2717073171,NA,3338.655157617,39.0048670058,NA,8
4115,Germany,1992,NA,75.8195121951,NA,26333.537444515,22.7863176274,NA,90
4116,Djibouti,1992,NA,56.9295853659,NA,762.376834339,76.8022975247,NA,56
4117,Dominica,1992,NA,73.9512195122,NA,2701.6717751875,65.3037180106,NA,40
4118,Denmark,1992,NA,75.1941463415,66.725616429,29526.1666015122,30.1104077732,NA,9
4119,Dominican Republic,1992,NA,68.8371219512,NA,1510.0220752273,43.9964932082,NA,81
4120,Algeria,1992,NA,67.2187073171,NA,1766.0659189259,23.8694899567,NA,17
4121,Ecuador,1992,NA,69.8228292683,NA,1690.1546674855,20.6728035109,NA,68
4122,"Egypt, Arab Rep.",1992,NA,65.3696341463,NA,710.3624067903,30.9130122214,NA,85
4123,Euro area,1992,NA,76.4875008974,NA,21444.0933842249,25.7579791236,NA,65
4124,Eritrea,1992,NA,49.8400487805,NA,150.9520614641,44.9535830246,NA,59
4125,Spain,1992,NA,77.41,37.0848614104,16105.4187285163,19.7473148836,NA,97
4126,European Union,1992,NA,75.2657862961,NA,17841.8840691986,25.5956161727,NA,11
4127,Finland,1992,NA,75.4553658537,34.0788080381,22337.4871236912,24.6770848065,NA,59
4128,Fiji,1992,NA,66.0112439024,33.6867480346,2057.3984002686,54.9146505668,NA,13
4129,France,1992,NA,77.1,NA,23937.0569176208,20.5079690124,NA,1
4130,Gabon,1992,NA,61.4124390244,NA,5566.7947263746,33.793289233,NA,1
4131,United Kingdom,1992,NA,76.4341463415,30.3997500632,20487.1707852878,22.8243182528,NA,25
4132,Georgia,1992,NA,69.9477317073,NA,757.2235485054,66.2868632708,NA,31
4133,Ghana,1992,NA,57.4367804878,NA,414.5616397031,28.7676403693,NA,68
4134,Guinea,1992,NA,51.004097561,NA,486.5106787075,26.0732793786,NA,75
4135,"Gambia, The",1992,NA,52.739097561,NA,729.0545385821,36.8503769782,NA,46
4136,Guinea-Bissau,1992,NA,49.7517317073,NA,204.8627263617,50.1118857719,NA,94
4137,Equatorial Guinea,1992,NA,47.1116097561,NA,333.3667862521,140.2403509405,NA,26
4138,Greece,1992,NA,77.3829268293,NA,11176.4584362517,23.9437536025,NA,100
4139,Grenada,1992,NA,68.8256097561,NA,2581.4015783255,55.109451341,NA,43
4140,Guatemala,1992,NA,63.3117560976,15.8312193134,1085.426708816,27.2962596372,NA,48
4141,Guyana,1992,NA,62.4248292683,NA,513.1976055563,152.8057272008,NA,13
4142,High income,1992,NA,74.7346310914,NA,21128.6668463073,20.0285030502,NA,35
4143,"Hong Kong SAR, China",1992,NA,77.6780487805,NA,17976.4293827655,132.5616691239,NA,1
4144,Honduras,1992,NA,67.579195122,NA,660.1891707455,36.2765957447,NA,46
4145,Heavily indebted poor countries (HIPC),1992,NA,49.8390851566,NA,318.0192007541,27.8883790691,NA,76
4146,Haiti,1992,NA,55.1003902439,NA,305.5554106001,24.966177039,NA,18
4147,Hungary,1992,NA,69.1170731707,75.6995804951,3724.0588598466,27.8801696362,NA,30
4148,Indonesia,1992,NA,64.287,42.7093574261,681.8573536701,24.9583116683,NA,63
4149,India,1992,NA,59.1369756098,48.8246664277,323.524792198,9.4248884737,NA,87
4150,Ireland,1992,NA,75.1362439024,NA,15729.9342759191,51.082596386,NA,6
4151,"Iran, Islamic Rep.",1992,NA,65.7293658537,NA,NA,27.2333365831,NA,85
4152,Iraq,1992,NA,69.9117073171,NA,NA,1.3387380938,NA,21
4153,Iceland,1992,NA,78.7602439024,37.3440165312,27345.7060922404,29.731456037,NA,36
4154,Israel,1992,NA,76.5048780488,137.8711263549,12838.4181964946,44.3365198368,NA,49
4155,Italy,1992,NA,77.237804878,77.7200244882,23166.8041456677,17.4871644619,NA,53
4156,Jamaica,1992,NA,70.4506097561,120.4243300132,1457.2136325305,63.2197826893,NA,64
4157,Jordan,1992,NA,70.3722682927,152.5908940004,1418.6454357685,81.4065893831,NA,71
4158,Japan,1992,NA,79.153902439,NA,31013.6471483654,7.6434519069,NA,82
4159,Kazakhstan,1992,NA,67.7317073171,NA,1515.1040589588,75.3316708126,NA,82
4160,Kenya,1992,NA,58.191097561,NA,327.9748243525,26.6704959132,NA,3
4161,Kyrgyz Republic,1992,NA,68.1024390244,NA,513.0359436595,47.5920700431,NA,45
4162,Kiribati,1992,NA,61.368195122,NA,638.4384115476,77.7273626903,NA,98
4163,St. Kitts and Nevis,1992,NA,67.9512195122,NA,5547.2562504477,54.5366611502,NA,8
4164,"Korea, Rep.",1992,NA,72.206097561,9.9772125171,8140.2187056753,25.7044605554,NA,69
4165,Kuwait,1992,NA,72.5477317073,NA,NA,54.2177987777,NA,79
4166,Lao PDR,1992,NA,55.6965365854,NA,250.79257674,27.1050031873,NA,7
4167,Lebanon,1992,NA,70.8767804878,NA,1965.3371268485,75.8579855593,NA,40
4168,Libya,1992,NA,69.273,NA,7370.6297790913,25.4690284037,NA,54
4169,St. Lucia,1992,NA,71.1945121951,NA,3367.7363866043,76.5487102798,NA,86
4170,Least developed countries: UN classification,1992,NA,52.5689969801,NA,259.6881229043,30.0728546168,NA,40
4171,Low income,1992,NA,53.7430330311,NA,250.5162299043,30.0769820707,NA,81
4172,Sri Lanka,1992,NA,69.7964146341,95.3619119504,553.6984498896,41.0333824771,NA,45
4173,Lower middle income,1992,NA,60.592550459,51.390833072,457.6415158528,20.5218872712,NA,20
4174,Low & middle income,1992,NA,63.6445013936,NA,868.5859876693,22.5797209027,NA,92
4175,Lesotho,1992,NA,59.5776585366,NA,500.5143139855,134.2628807786,NA,19
4176,Luxembourg,1992,NA,75.7707317073,2.5400160622,40850.5430776901,79.3276308683,NA,70
4177,"Macao SAR, China",1992,NA,75.7796097561,NA,12126.0506618093,69.7147142062,NA,82
4178,Morocco,1992,NA,65.7005365854,70.9378689832,1291.7408811976,28.0911626422,NA,7
4179,Moldova,1992,NA,67.2454146341,NA,NA,40.6166753517,NA,9
4180,Madagascar,1992,NA,52.2801219512,131.5496484902,246.6148460878,24.6672732232,NA,89
4181,Maldives,1992,NA,62.2157804878,41.6154638148,1217.3220451366,83.3060214554,NA,26
4182,Mexico,1992,NA,71.5858292683,28.1120911052,4080.4520338485,20.2715398114,NA,81
4183,Middle income,1992,NA,65.0475239094,NA,921.2267836132,22.4991224664,NA,67
4184,"Macedonia, FYR",1992,NA,71.4947317073,NA,1171.7652373663,53.3524222893,NA,34
4185,Mali,1992,NA,47.1234634146,NA,318.3700932,33.8729016937,NA,12
4186,Malta,1992,NA,75.8334146341,56.8779064414,8364.9178340206,88.7058208917,NA,76
4187,Myanmar,1992,NA,59.4003414634,NA,NA,2.1513287973,NA,78
4188,Mongolia,1992,NA,60.6769512195,20.6216733834,587.3003521496,36.3626536496,NA,8
4189,Mozambique,1992,NA,44.3367804878,NA,161.3051155749,54.1884647229,NA,94
4190,Mauritania,1992,NA,58.7691463415,NA,684.2155898361,28.8942878395,NA,86
4191,Mauritius,1992,NA,70.0585365854,31.8364393111,2973.2069774244,62.5469302505,NA,88
4192,Malawi,1992,NA,47.1395365854,NA,185.8457705723,42.4558332941,NA,17
4193,Malaysia,1992,NA,71.2142926829,64.3777269543,3080.8686153878,74.6278561995,NA,37
4194,North America,1992,NA,75.8101444023,48.1679803668,25021.2625580602,11.6936002818,NA,23
4195,Namibia,1992,NA,61.19,NA,2278.0946801787,48.6918153144,NA,82
4196,New Caledonia,1992,NA,71.512195122,NA,16261.2969282208,31.6813966865,NA,79
4197,Niger,1992,NA,45.1238292683,NA,277.7654526978,17.8366933602,NA,72
4198,Nigeria,1992,NA,46.0749512195,NA,291.2834845053,23.5215962048,NA,100
4199,Nicaragua,1992,NA,65.5914146341,NA,413.919879906,53.266398929,NA,52
4200,Netherlands,1992,NA,77.2170731707,56.8138455957,23598.9507648691,48.7843340291,NA,11
4201,Norway,1992,NA,77.1843902439,22.3428316318,30523.9850558974,30.5310708615,NA,10
4202,Nepal,1992,NA,56.5973414634,61.6569229883,172.0775864947,25.7356870079,NA,12
4203,New Zealand,1992,NA,76.1243902439,NA,11792.9886941108,28.0427400618,NA,80
4204,OECD members,1992,NA,75.1609135122,44.0605627155,19511.6373484838,18.0417674669,NA,57
4205,Oman,1992,NA,68.4054878049,30.211575012,6289.3012942506,35.5479437749,NA,63
4206,Pakistan,1992,NA,61.7606341463,74.9108034822,428.0656441165,20.5285578209,NA,94
4207,Panama,1992,NA,73.5040731707,NA,3122.8377400585,99.182393198,NA,70
4208,Peru,1992,NA,66.5173658537,79.7592532716,1589.4417136776,15.8088218487,NA,57
4209,Philippines,1992,NA,65.5605365854,52.7731308807,814.0325683889,34.0281852291,NA,6
4210,Palau,1992,NA,NA,NA,5187.555052221,46.2092636839,NA,17
4211,Papua New Guinea,1992,NA,56.399195122,44.8643144684,1001.9629894858,45.7021075065,NA,72
4212,Poland,1992,NA,71.0902439024,NA,2459.0206846825,20.3066820199,NA,89
4213,Puerto Rico,1992,NA,73.9463658537,NA,9659.3388999592,64.8158281604,NA,2
4214,Portugal,1992,NA,74.312195122,NA,10811.630636571,31.8454729567,NA,7
4215,Paraguay,1992,NA,68.3704634146,NA,1614.6733759271,39.6635463621,NA,90
4216,French Polynesia,1992,NA,69.4403414634,NA,17334.4007631356,25.1159139729,NA,55
4217,Romania,1992,NA,69.7843902439,NA,1102.1037847325,36.1988323492,NA,20
4218,Russian Federation,1992,NA,66.8731707317,NA,3095.6597791412,48.2546028406,NA,74
4219,Rwanda,1992,NA,27.0644146341,48.4289742567,302.2567668019,18.2630388432,NA,68
4220,South Asia,1992,NA,59.5897483393,52.8336790972,328.633639271,11.7017995007,NA,22
4221,Saudi Arabia,1992,NA,69.9574390244,NA,7834.2362079702,36.1921329627,NA,31
4222,Sudan,1992,NA,55.8795853659,NA,256.5928500423,14.4242066869,NA,92
4223,Senegal,1992,NA,57.5066097561,NA,751.480880027,30.7415693386,NA,33
4224,Singapore,1992,NA,76.7015365854,81.8417001323,16144.008192197,149.5113155404,NA,27
